date,nasdaq
1971-02-05,100.00
1971-02-08,100.839996
1971-02-09,100.760002
1971-02-10,100.690002
1971-02-11,101.449997
1971-02-12,102.050003
1971-02-16,102.190002
1971-02-17,101.739998
1971-02-18,101.419998
1971-02-19,100.699997
1971-02-22,99.68
1971-02-23,99.720001
1971-02-24,100.639999
1971-02-25,101.230003
1971-02-26,101.339996
1971-03-01,101.779999
1971-03-02,101.839996
1971-03-03,102.07
1971-03-04,102.779999
1971-03-05,103.00
1971-03-08,104.230003
1971-03-09,104.410004
1971-03-10,104.139999
1971-03-11,104.260002
1971-03-12,104.50
1971-03-15,105.129997
1971-03-16,105.559998
1971-03-17,105.50
1971-03-18,105.879997
1971-03-19,105.769997
1971-03-22,105.370003
1971-03-23,105.110001
1971-03-24,104.699997
1971-03-25,104.599998
1971-03-26,105.07
1971-03-29,105.199997
1971-03-30,105.440002
1971-03-31,105.970001
1971-04-01,106.339996
1971-04-02,106.860001
1971-04-05,107.169998
1971-04-06,107.559998
1971-04-07,108.059998
1971-04-08,108.379997
1971-04-12,108.870003
1971-04-13,108.849998
1971-04-14,109.080002
1971-04-15,109.690002
1971-04-16,109.959999
1971-04-19,110.160004
1971-04-20,109.529999
1971-04-21,109.519997
1971-04-22,109.989998
1971-04-23,110.690002
1971-04-26,111.129997
1971-04-27,111.690002
1971-04-28,112.370003
1971-04-29,112.459999
1971-04-30,112.300003
1971-05-03,111.349998
1971-05-04,111.769997
1971-05-05,111.68
1971-05-06,111.059998
1971-05-07,110.660004
1971-05-10,110.150002
1971-05-11,110.330002
1971-05-12,110.370003
1971-05-13,110.550003
1971-05-14,110.739998
1971-05-17,109.150002
1971-05-18,108.400002
1971-05-19,108.330002
1971-05-20,108.720001
1971-05-21,108.849998
1971-05-24,108.419998
1971-05-25,107.50
1971-05-26,107.529999
1971-05-27,107.599998
1971-05-28,108.25
1971-06-01,108.870003
1971-06-02,109.559998
1971-06-03,110.220001
1971-06-04,110.660004
1971-06-07,110.760002
1971-06-08,110.019997
1971-06-09,109.790001
1971-06-10,110.059998
1971-06-11,110.199997
1971-06-14,109.57
1971-06-15,109.360001
1971-06-16,109.440002
1971-06-17,109.440002
1971-06-18,108.160004
1971-06-21,106.50
1971-06-22,105.489998
1971-06-23,105.989998
1971-06-24,106.370003
1971-06-25,106.559998
1971-06-28,106.449997
1971-06-29,107.220001
1971-06-30,107.800003
1971-07-01,108.470001
1971-07-02,108.769997
1971-07-06,109.230003
1971-07-07,110.010002
1971-07-08,110.419998
1971-07-09,110.910004
1971-07-12,111.239998
1971-07-13,110.760002
1971-07-14,110.339996
1971-07-15,110.720001
1971-07-16,109.980003
1971-07-19,109.370003
